Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Сэндвич_batch_10,Комбинирование,0,21,21
Формовой_batch_7,Комбинирование,0,21,21
Бородинский_batch_3,Комбинирование,21,42,21
Любимый_batch_5,Комбинирование,21,34,13
Сэндвич_batch_10,Смешивание,21,31,10
Формовой_batch_7,Смешивание,21,33,12
Сэндвич_batch_10,Формовка,31,42,11
Формовой_batch_7,Формовка,33,44,11
Любимый_batch_5,Смешивание,34,44,10
Формовой_batch_16,Комбинирование,34,55,21
Бородинский_batch_3,Смешивание,42,52,10
Сэндвич_batch_10,Расстойка,42,67,25
Сэндвич_batch_11,Комбинирование,42,63,21
Любимый_batch_5,Формовка,44,51,7
Формовой_batch_7,Расстойка,44,69,25
Любимый_batch_5,Расстойка,51,76,25
Бородинский_batch_3,Формовка,52,63,11
Бородинский_batch_2,Комбинирование,55,76,21
Формовой_batch_16,Смешивание,55,67,12
Бородинский_batch_3,Расстойка,63,83,20
Мини формовой_batch_4,Комбинирование,63,65,2
Сэндвич_batch_11,Смешивание,63,73,10
Мини формовой_batch_4,Смешивание,65,77,12
Формовой_batch_6,Комбинирование,65,86,21
Сэндвич_batch_10,Выпекание,67,89,22
Формовой_batch_16,Формовка,67,78,11
Формовой_batch_7,Выпекание,69,114,45
Сэндвич_batch_11,Формовка,73,84,11
Бородинский_batch_2,Смешивание,76,86,10
Любимый_batch_5,Выпекание,76,93,17
Сэндвич_batch_7,Комбинирование,76,97,21
Мини формовой_batch_4,Формовка,78,79,1
Формовой_batch_16,Расстойка,78,103,25
Мини формовой_batch_4,Расстойка,79,104,25
Бородинский_batch_3,Выпекание,83,138,55
Сэндвич_batch_11,Расстойка,84,109,25
Бородинский_batch_2,Формовка,86,97,11
Бородинский_batch_5,Комбинирование,86,105,19
Формовой_batch_6,Смешивание,86,98,12
Сэндвич_batch_10,Остывание,89,134,45
Любимый_batch_5,Остывание,93,153,60
Бородинский_batch_2,Расстойка,97,117,20
Сэндвич_batch_7,Смешивание,97,107,10
Формовой_batch_4,Комбинирование,97,118,21
Формовой_batch_6,Формовка,98,109,11
Формовой_batch_16,Выпекание,103,148,45
Мини формовой_batch_4,Выпекание,104,149,45
Бородинский_batch_5,Смешивание,105,115,10
Диета_batch_3,Комбинирование,105,108,3
Сэндвич_batch_7,Формовка,107,118,11
Диета_batch_3,Смешивание,108,118,10
Сэндвич_batch_3,Комбинирование,108,129,21
Сэндвич_batch_11,Выпекание,109,131,22
Формовой_batch_6,Расстойка,109,134,25
Формовой_batch_7,Остывание,114,204,90
Бородинский_batch_5,Формовка,115,125,10
Бородинский_batch_2,Выпекание,118,173,55
Бородинский_batch_4,Комбинирование,118,139,21
Диета_batch_3,Формовка,118,120,2
Сэндвич_batch_7,Расстойка,118,143,25
Формовой_batch_4,Смешивание,118,130,12
Диета_batch_3,Расстойка,120,158,38
Бородинский_batch_5,Расстойка,125,145,20
Сэндвич_batch_3,Смешивание,129,139,10
Формовой_batch_19,Комбинирование,129,150,21
Формовой_batch_4,Формовка,130,141,11
Сэндвич_batch_11,Остывание,131,176,45
Формовой_batch_6,Выпекание,134,179,45
Бородинский_batch_3,Остывание,138,258,120
Бородинский_batch_4,Смешивание,139,149,10
Сэндвич_batch_14,Комбинирование,139,160,21
Сэндвич_batch_3,Формовка,139,150,11
Формовой_batch_4,Расстойка,141,166,25
Сэндвич_batch_7,Выпекание,143,165,22
Бородинский_batch_5,Выпекание,145,200,55
Формовой_batch_16,Остывание,148,238,90
Бородинский_batch_4,Формовка,149,160,11
Мини формовой_batch_4,Остывание,149,239,90
Мини формовой_batch_2,Комбинирование,150,171,21
Сэндвич_batch_3,Расстойка,150,175,25
Формовой_batch_19,Смешивание,150,162,12
Диета_batch_3,Выпекание,158,193,35
Бородинский_batch_4,Расстойка,160,180,20
Сэндвич_batch_14,Смешивание,160,170,10
Формовой_batch_3,Комбинирование,160,181,21
Формовой_batch_19,Формовка,162,173,11
Сэндвич_batch_7,Остывание,165,210,45
Формовой_batch_4,Выпекание,166,211,45
Сэндвич_batch_14,Формовка,170,181,11
Мини формовой_batch_2,Смешивание,171,183,12
Сэндвич_batch_4,Комбинирование,171,192,21
Бородинский_batch_2,Остывание,173,293,120
Формовой_batch_19,Расстойка,173,198,25
Сэндвич_batch_3,Выпекание,175,197,22
Формовой_batch_6,Остывание,179,269,90
Бородинский_batch_4,Выпекание,180,235,55
Бородинский_batch_1,Комбинирование,181,202,21
Сэндвич_batch_14,Расстойка,181,206,25
Формовой_batch_3,Смешивание,181,193,12
Мини формовой_batch_2,Формовка,183,194,11
Сэндвич_batch_4,Смешивание,192,202,10
Формовой_batch_10,Комбинирование,192,213,21
Диета_batch_3,Остывание,193,283,90
Формовой_batch_3,Формовка,193,204,11
Мини формовой_batch_2,Расстойка,194,219,25
Сэндвич_batch_3,Остывание,197,242,45
Формовой_batch_19,Выпекание,198,243,45
Бородинский_batch_5,Остывание,200,320,120
Сэндвич_batch_19,Комбинирование,202,216,14
Сэндвич_batch_4,Формовка,202,213,11
Бородинский_batch_1,Смешивание,203,213,10
Формовой_batch_3,Расстойка,204,229,25
Сэндвич_batch_14,Выпекание,206,228,22
Формовой_batch_4,Остывание,211,301,90
Бородинский_batch_1,Формовка,213,224,11
Диета_batch_2,Комбинирование,213,234,21
Сэндвич_batch_4,Расстойка,213,238,25
Формовой_batch_10,Смешивание,213,225,12
Батон Нарезной_batch_4,Комбинирование,216,224,8
Сэндвич_batch_19,Смешивание,216,226,10
Мини формовой_batch_2,Выпекание,219,264,45
Батон Нарезной_batch_4,Смешивание,224,234,10
Бородинский_batch_1,Расстойка,224,244,20
Формовой_batch_20,Комбинирование,224,227,3
Формовой_batch_10,Формовка,225,236,11
Сэндвич_batch_19,Формовка,226,234,8
Мини формовой_batch_3,Комбинирование,227,248,21
Формовой_batch_20,Смешивание,227,239,12
