Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min,Assigned_Machine
Булочка для гамбургера большой с кунжутом_batch_14,Формовка,809,820,11,former_1
Булочка для хотдога штучно_batch_1,Комбинирование,810,831,21,combiner_1
Плетенка_batch_2,Смешивание,811,821,10,mixer_0
Сэндвич_batch_5,Формовка,811,822,11,former_0
Булочка для гамбургера большой с кунжутом_batch_1,Остывание,812,857,45,
Береке_batch_2,Остывание,813,873,60,
Булочка для гамбургера большой с кунжутом_batch_14,Расстойка,820,845,25,
Сэндвич_batch_7,Смешивание,820,830,10,mixer_1
Сэндвич_batch_9,Комбинирование,820,841,21,combiner_0
Плетенка_batch_2,Формовка,821,826,5,former_1
Сэндвич_batch_5,Расстойка,822,847,25,
Булочка для гамбургера большой с кунжутом_batch_4,Выпекание,824,846,22,
Сэндвич_batch_8,Остывание,825,870,45,
Булочка для гамбургера большой с кунжутом_batch_11,Выпекание,826,848,22,
Плетенка_batch_2,Расстойка,826,851,25,
Сэндвич_batch_7,Формовка,830,841,11,former_1
Булочка для хотдога штучно_batch_1,Смешивание,831,841,10,mixer_1
Семейный_batch_4,Комбинирование,831,839,8,combiner_1
Славянский_batch_1,Комбинирование,839,841,2,combiner_1
Семейный_batch_4,Смешивание,840,850,10,mixer_2
Батон Верный_batch_1,Комбинирование,841,852,11,combiner_0
Булочка для хотдога штучно_batch_1,Формовка,841,852,11,former_0
Сэндвич_batch_14,Комбинирование,841,854,13,combiner_1
Сэндвич_batch_7,Расстойка,841,866,25,
Славянский_batch_1,Смешивание,842,852,10,mixer_0
Сэндвич_batch_9,Смешивание,842,852,10,mixer_1
Булочка для гамбургера большой с кунжутом_batch_14,Выпекание,845,867,22,
Булочка для гамбургера большой с кунжутом_batch_4,Остывание,846,891,45,
Сэндвич_batch_5,Выпекание,847,869,22,
Булочка для гамбургера большой с кунжутом_batch_11,Остывание,848,893,45,
Семейный_batch_4,Формовка,850,854,4,former_1
Плетенка_batch_2,Выпекание,851,868,17,
Батон Верный_batch_1,Смешивание,852,862,10,mixer_1
Булочка для хотдога штучно_batch_1,Расстойка,852,877,25,
Здоровье_batch_1,Комбинирование,852,856,4,combiner_0
Славянский_batch_1,Формовка,852,853,1,former_0
Славянский_batch_1,Расстойка,853,878,25,
Сэндвич_batch_9,Формовка,853,864,11,former_0
Батон Нарезной_batch_4,Комбинирование,854,862,8,combiner_1
Семейный_batch_4,Расстойка,854,879,25,
Сэндвич_batch_14,Смешивание,854,864,10,mixer_0
Сэндвич_batch_3,Комбинирование,856,877,21,combiner_0
Здоровье_batch_1,Смешивание,857,867,10,mixer_2
Батон Верный_batch_1,Формовка,862,868,6,former_1
Батон Нарезной_batch_4,Смешивание,862,872,10,mixer_1
Хлеб «Тартин бездрожжевой»_batch_1,Комбинирование,862,865,3,combiner_1
Сэндвич_batch_14,Формовка,864,871,7,former_0
Сэндвич_batch_9,Расстойка,864,889,25,
Зерновой Столичный_batch_1,Комбинирование,865,868,3,combiner_1
Хлеб «Тартин бездрожжевой»_batch_1,Смешивание,865,875,10,mixer_0
Сэндвич_batch_7,Выпекание,866,888,22,
Булочка для гамбургера большой с кунжутом_batch_14,Остывание,867,912,45,
Батон Верный_batch_1,Расстойка,868,893,25,
Датский_batch_1,Комбинирование,868,875,7,combiner_1
Здоровье_batch_1,Формовка,868,870,2,former_1
Зерновой Столичный_batch_1,Смешивание,868,878,10,mixer_2
Плетенка_batch_2,Остывание,868,928,60,
Сэндвич_batch_5,Остывание,869,914,45,
Здоровье_batch_1,Расстойка,870,895,25,
Сэндвич_batch_14,Расстойка,871,896,25,
Батон Нарезной_batch_4,Формовка,872,876,4,former_1
Датский_batch_1,Смешивание,875,885,10,mixer_1
Домашний_batch_1,Комбинирование,875,878,3,combiner_1
Хлеб «Тартин бездрожжевой»_batch_1,Формовка,875,877,2,former_0
Батон Нарезной_batch_4,Расстойка,876,901,25,
Булочка для гамбургера большой с кунжутом_batch_16,Комбинирование,877,884,7,combiner_0
Булочка для хотдога штучно_batch_1,Выпекание,877,899,22,
Сэндвич_batch_3,Смешивание,877,887,10,mixer_0
Хлеб «Тартин бездрожжевой»_batch_1,Расстойка,877,897,20,
Багет отрубной_batch_1,Комбинирование,878,891,13,combiner_1
Домашний_batch_1,Смешивание,878,888,10,mixer_2
Славянский_batch_1,Выпекание,878,895,17,
Зерновой Столичный_batch_1,Формовка,879,881,2,former_0
Семейный_batch_4,Выпекание,879,896,17,
Багет луковый_batch_1,Комбинирование,884,896,12,combiner_0
Булочка для гамбургера большой с кунжутом_batch_16,Смешивание,885,895,10,mixer_1
Датский_batch_1,Формовка,885,889,4,former_0
Сэндвич_batch_3,Формовка,887,898,11,former_1
Зерновой Столичный_batch_1,Расстойка,888,913,25,
Сэндвич_batch_7,Остывание,888,933,45,
Датский_batch_1,Расстойка,889,914,25,
Домашний_batch_1,Формовка,889,891,2,former_0
Сэндвич_batch_9,Выпекание,889,911,22,
Багет отрубной_batch_1,Смешивание,891,901,10,mixer_2
Батон Верный_batch_1,Выпекание,893,910,17,
Домашний_batch_1,Расстойка,894,919,25,
Булочка для гамбургера большой с кунжутом_batch_16,Формовка,895,899,4,former_0
Здоровье_batch_1,Выпекание,895,913,18,
Славянский_batch_1,Остывание,895,955,60,
Багет луковый_batch_1,Смешивание,896,906,10,mixer_1
Семейный_batch_4,Остывание,896,956,60,
Сэндвич_batch_14,Выпекание,896,918,22,
Хлеб «Тартин бездрожжевой»_batch_1,Выпекание,897,913,16,
Сэндвич_batch_3,Расстойка,898,923,25,
Булочка для хотдога штучно_batch_1,Остывание,899,944,45,
Багет отрубной_batch_1,Формовка,901,908,7,former_0
Батон Нарезной_batch_4,Выпекание,901,918,17,
Булочка для гамбургера большой с кунжутом_batch_16,Расстойка,902,927,25,
Багет луковый_batch_1,Формовка,906,913,7,former_1
Багет отрубной_batch_1,Расстойка,908,933,25,
Батон Верный_batch_1,Остывание,910,970,60,
Сэндвич_batch_9,Остывание,911,956,45,
Багет луковый_batch_1,Расстойка,913,933,20,
Здоровье_batch_1,Остывание,913,973,60,
Зерновой Столичный_batch_1,Выпекание,913,930,17,
Хлеб «Тартин бездрожжевой»_batch_1,Остывание,913,973,60,
Датский_batch_1,Выпекание,914,931,17,
Батон Нарезной_batch_4,Остывание,918,978,60,
Сэндвич_batch_14,Остывание,918,963,45,
Домашний_batch_1,Выпекание,919,936,17,
Сэндвич_batch_3,Выпекание,923,945,22,
Булочка для гамбургера большой с кунжутом_batch_16,Выпекание,927,949,22,
Зерновой Столичный_batch_1,Остывание,930,990,60,
Датский_batch_1,Остывание,932,992,60,
Багет луковый_batch_1,Выпекание,933,951,18,
Багет отрубной_batch_1,Выпекание,933,951,18,
Домашний_batch_1,Остывание,936,996,60,
Сэндвич_batch_3,Остывание,945,990,45,
Булочка для гамбургера большой с кунжутом_batch_16,Остывание,949,994,45,
Багет луковый_batch_1,Остывание,951,996,45,
Багет отрубной_batch_1,Остывание,951,996,45,
