Batch_ID,Product,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Семейный_batch_2,Семейный,Смешивание,620,630,10
Чиабатта_batch_1,Чиабатта,Формовка,620,622,2
Чиабатта_batch_1,Чиабатта,Расстойка,622,647,25
Багет луковый_batch_1,Багет луковый,Остывание,628,673,45
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Комбинирование,630,651,21
Жайлы_batch_1,Жайлы,Смешивание,630,640,10
Семейный_batch_2,Семейный,Формовка,630,641,11
Багет новый_batch_4,Багет новый,Остывание,632,707,75
Булочка для хотдога штучно_batch_1,Булочка для хотдога штучно,Выпекание,632,654,22
Сэндвич_batch_7,Сэндвич,Остывание,633,678,45
Здоровье_batch_1,Здоровье,Остывание,635,695,60
Формовой_batch_20,Формовой,Остывание,637,727,90
Жайлы_batch_1,Жайлы,Формовка,640,651,11
Батон Нарезной_batch_2,Батон Нарезной,Смешивание,641,651,10
Семейный_batch_2,Семейный,Расстойка,641,666,25
Сэндвич_batch_10,Сэндвич,Комбинирование,641,662,21
Сэндвич_batch_14,Сэндвич,Выпекание,641,663,22
Сэндвич_batch_11,Сэндвич,Выпекание,644,666,22
Датский_batch_1,Датский,Выпекание,645,662,17
Чиабатта_batch_1,Чиабатта,Выпекание,647,672,25
Батон Нарезной_batch_2,Батон Нарезной,Формовка,651,662,11
Бородинский_batch_3,Бородинский,Комбинирование,651,672,21
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Смешивание,651,661,10
Жайлы_batch_1,Жайлы,Расстойка,651,676,25
Булочка для хотдога штучно_batch_1,Булочка для хотдога штучно,Остывание,654,699,45
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Формовка,661,672,11
Батон Нарезной_batch_2,Батон Нарезной,Расстойка,662,687,25
Датский_batch_1,Датский,Остывание,662,722,60
Сэндвич_batch_10,Сэндвич,Смешивание,662,672,10
Формовой_batch_15,Формовой,Комбинирование,662,683,21
Сэндвич_batch_14,Сэндвич,Остывание,663,708,45
Семейный_batch_2,Семейный,Выпекание,666,683,17
Сэндвич_batch_11,Сэндвич,Остывание,666,711,45
Бородинский_batch_3,Бородинский,Смешивание,672,682,10
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Расстойка,672,697,25
Сэндвич_batch_10,Сэндвич,Формовка,672,683,11
Формовой_batch_18,Формовой,Комбинирование,672,693,21
Чиабатта_batch_1,Чиабатта,Остывание,672,747,75
Жайлы_batch_1,Жайлы,Выпекание,676,693,17
Бородинский_batch_3,Бородинский,Формовка,682,693,11
Семейный_batch_1,Семейный,Комбинирование,683,704,21
Семейный_batch_2,Семейный,Остывание,683,743,60
Сэндвич_batch_10,Сэндвич,Расстойка,683,708,25
Формовой_batch_15,Формовой,Смешивание,683,695,12
Батон Нарезной_batch_2,Батон Нарезной,Выпекание,687,704,17
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Комбинирование,693,696,3
Бородинский_batch_3,Бородинский,Расстойка,693,713,20
Жайлы_batch_1,Жайлы,Остывание,693,753,60
Формовой_batch_18,Формовой,Смешивание,693,705,12
Формовой_batch_15,Формовой,Формовка,695,706,11
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Смешивание,696,706,10
Сэндвич_batch_5,Сэндвич,Комбинирование,696,717,21
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Выпекание,697,719,22
Батон Нарезной_batch_2,Батон Нарезной,Остывание,704,764,60
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Комбинирование,704,725,21
Семейный_batch_1,Семейный,Смешивание,704,714,10
Формовой_batch_18,Формовой,Формовка,705,716,11
Формовой_batch_15,Формовой,Расстойка,706,731,25
Сэндвич_batch_10,Сэндвич,Выпекание,708,730,22
Бородинский_batch_3,Бородинский,Выпекание,713,768,55
Семейный_batch_1,Семейный,Формовка,714,725,11
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Формовка,716,718,2
Формовой_batch_18,Формовой,Расстойка,716,741,25
Сэндвич_batch_5,Сэндвич,Смешивание,717,727,10
Формовой_batch_5,Формовой,Комбинирование,717,738,21
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Расстойка,718,748,30
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Остывание,719,764,45
Багет новый_batch_3,Багет новый,Комбинирование,725,746,21
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Смешивание,725,735,10
Семейный_batch_1,Семейный,Расстойка,725,750,25
Сэндвич_batch_5,Сэндвич,Формовка,727,738,11
Сэндвич_batch_10,Сэндвич,Остывание,730,775,45
Формовой_batch_15,Формовой,Выпекание,731,776,45
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Формовка,735,746,11
Мини формовой_batch_2,Мини формовой,Комбинирование,738,759,21
Сэндвич_batch_5,Сэндвич,Расстойка,738,763,25
Формовой_batch_5,Формовой,Смешивание,738,750,12
Формовой_batch_18,Формовой,Выпекание,741,786,45
Багет новый_batch_3,Багет новый,Смешивание,746,756,10
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Расстойка,746,771,25
Мини формовой_batch_1,Мини формовой,Комбинирование,746,767,21
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Выпекание,748,766,18
Семейный_batch_1,Семейный,Выпекание,750,767,17
Формовой_batch_5,Формовой,Формовка,750,761,11
Багет новый_batch_3,Багет новый,Формовка,756,767,11
Диета_batch_3,Диета,Комбинирование,759,780,21
Мини формовой_batch_2,Мини формовой,Смешивание,759,771,12
Формовой_batch_5,Формовой,Расстойка,761,786,25
Сэндвич_batch_5,Сэндвич,Выпекание,763,785,22
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Остывание,766,856,90
Багет новый_batch_3,Багет новый,Расстойка,767,792,25
Мини формовой_batch_1,Мини формовой,Смешивание,767,779,12
Семейный_batch_1,Семейный,Остывание,767,827,60
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Комбинирование,767,780,13
Бородинский_batch_3,Бородинский,Остывание,768,888,120
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Выпекание,771,793,22
Мини формовой_batch_2,Мини формовой,Формовка,771,782,11
Формовой_batch_15,Формовой,Остывание,776,866,90
Мини формовой_batch_1,Мини формовой,Формовка,779,790,11
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Комбинирование,780,801,21
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Комбинирование,780,801,21
Диета_batch_3,Диета,Смешивание,780,790,10
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Смешивание,780,790,10
Мини формовой_batch_2,Мини формовой,Расстойка,782,807,25
Сэндвич_batch_5,Сэндвич,Остывание,785,830,45
Формовой_batch_18,Формовой,Остывание,786,876,90
Формовой_batch_5,Формовой,Выпекание,786,831,45
Диета_batch_3,Диета,Формовка,790,801,11
Мини формовой_batch_1,Мини формовой,Расстойка,790,815,25
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Формовка,790,797,7
Багет новый_batch_3,Багет новый,Выпекание,792,817,25
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Остывание,793,838,45
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Расстойка,797,822,25
Багет новый_batch_2,Багет новый,Комбинирование,801,822,21
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Смешивание,801,811,10
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Смешивание,801,811,10
Диета_batch_3,Диета,Расстойка,801,839,38
Формовой_batch_1,Формовой,Комбинирование,801,822,21
Мини формовой_batch_2,Мини формовой,Выпекание,807,852,45
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Формовка,811,822,11
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Формовка,811,822,11
Мини формовой_batch_1,Мини формовой,Выпекание,815,860,45
Багет новый_batch_3,Багет новый,Остывание,817,892,75
Багет новый_batch_2,Багет новый,Смешивание,822,832,10
Бородинский_batch_1,Бородинский,Комбинирование,822,843,21
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Расстойка,822,847,25
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Расстойка,822,847,25
Мини формовой_batch_4,Мини формовой,Комбинирование,822,839,17
Формовой_batch_1,Формовой,Смешивание,822,834,12
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Выпекание,822,847,25
Формовой_batch_5,Формовой,Остывание,831,921,90
Багет новый_batch_2,Багет новый,Формовка,832,843,11
Формовой_batch_1,Формовой,Формовка,834,845,11
Диета_batch_2,Диета,Комбинирование,839,860,21
Диета_batch_3,Диета,Выпекание,839,874,35
Мини формовой_batch_4,Мини формовой,Смешивание,839,851,12
Багет новый_batch_2,Багет новый,Расстойка,843,868,25
Бородинский_batch_1,Бородинский,Смешивание,843,853,10
Бородинский_batch_2,Бородинский,Комбинирование,843,864,21
Формовой_batch_1,Формовой,Расстойка,845,870,25
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Выпекание,847,869,22
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Выпекание,847,869,22
Хлеб «Зерновой»_batch_2,Хлеб «Зерновой»,Остывание,847,922,75
Мини формовой_batch_4,Мини формовой,Формовка,851,860,9
Мини формовой_batch_2,Мини формовой,Остывание,852,942,90
Бородинский_batch_1,Бородинский,Формовка,853,864,11
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Комбинирование,860,881,21
Диета_batch_2,Диета,Смешивание,860,870,10
Мини формовой_batch_1,Мини формовой,Остывание,860,950,90
Мини формовой_batch_4,Мини формовой,Расстойка,860,885,25
Бородинский_batch_1,Бородинский,Расстойка,864,884,20
Бородинский_batch_2,Бородинский,Смешивание,864,874,10
Формовой_batch_13,Формовой,Комбинирование,864,885,21
Багет новый_batch_2,Багет новый,Выпекание,868,893,25
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Остывание,869,914,45
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Остывание,869,914,45
Диета_batch_2,Диета,Формовка,870,881,11
Формовой_batch_1,Формовой,Выпекание,870,915,45
Бородинский_batch_2,Бородинский,Формовка,874,885,11
Диета_batch_3,Диета,Остывание,874,964,90
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Комбинирование,881,902,21
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Смешивание,881,891,10
Диета_batch_2,Диета,Расстойка,881,919,38
Бородинский_batch_1,Бородинский,Выпекание,884,939,55
Бородинский_batch_2,Бородинский,Расстойка,885,905,20
Мини формовой_batch_4,Мини формовой,Выпекание,885,930,45
Формовой_batch_13,Формовой,Смешивание,885,897,12
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Формовка,891,902,11
Багет новый_batch_2,Багет новый,Остывание,893,968,75
Формовой_batch_13,Формовой,Формовка,897,908,11
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Смешивание,902,912,10
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Расстойка,902,927,25
Бородинский_batch_2,Бородинский,Выпекание,905,960,55
Формовой_batch_13,Формовой,Расстойка,908,933,25
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Формовка,912,923,11
Формовой_batch_1,Формовой,Остывание,915,1005,90
Диета_batch_2,Диета,Выпекание,919,954,35
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Расстойка,923,948,25
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Выпекание,927,949,22
Мини формовой_batch_4,Мини формовой,Остывание,930,1020,90
Формовой_batch_13,Формовой,Выпекание,933,978,45
Бородинский_batch_1,Бородинский,Остывание,939,1059,120
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Выпекание,948,970,22
Булочка для хотдога штучно_batch_2,Булочка для хотдога штучно,Остывание,949,994,45
Диета_batch_2,Диета,Остывание,954,1044,90
Бородинский_batch_2,Бородинский,Остывание,960,1080,120
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Остывание,970,1015,45
Формовой_batch_13,Формовой,Остывание,978,1068,90
