Batch_ID,Product,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Жайлы_batch_2,Жайлы,Расстойка,467,492,25
Батон Нарезной_batch_2,Батон Нарезной,Остывание,469,529,60
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Формовка,471,473,2
Датский_batch_1,Датский,Расстойка,471,496,25
Береке_batch_2,Береке,Выпекание,472,488,16
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Расстойка,473,503,30
Батон Нарезной_batch_4,Батон Нарезной,Остывание,473,533,60
Береке_batch_1,Береке,Выпекание,476,492,16
Жайлы_batch_1,Жайлы,Расстойка,476,501,25
Диета_batch_1,Диета,Смешивание,477,487,10
Диета_batch_3,Диета,Комбинирование,477,498,21
Диета_batch_2,Диета,Смешивание,479,489,10
Диета_batch_4,Диета,Комбинирование,479,488,9
Батон Нарезной_batch_3,Батон Нарезной,Остывание,482,542,60
Диета_batch_1,Диета,Формовка,487,498,11
Береке_batch_2,Береке,Остывание,488,548,60
Диета_batch_4,Диета,Смешивание,488,498,10
Здоровье_batch_1,Здоровье,Комбинирование,488,492,4
Диета_batch_2,Диета,Формовка,489,500,11
Береке_batch_1,Береке,Остывание,492,552,60
Жайлы_batch_2,Жайлы,Выпекание,492,509,17
Здоровье_batch_1,Здоровье,Смешивание,492,502,10
Семейный_batch_1,Семейный,Комбинирование,492,513,21
Датский_batch_1,Датский,Выпекание,496,513,17
Диета_batch_1,Диета,Расстойка,498,536,38
Диета_batch_3,Диета,Смешивание,498,508,10
Семейный_batch_2,Семейный,Комбинирование,498,519,21
Диета_batch_2,Диета,Расстойка,500,538,38
Диета_batch_4,Диета,Формовка,500,505,5
Жайлы_batch_1,Жайлы,Выпекание,501,518,17
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Выпекание,503,521,18
Диета_batch_4,Диета,Расстойка,505,543,38
Здоровье_batch_1,Здоровье,Формовка,505,507,2
Здоровье_batch_1,Здоровье,Расстойка,507,532,25
Диета_batch_3,Диета,Формовка,508,519,11
Жайлы_batch_2,Жайлы,Остывание,509,569,60
Датский_batch_1,Датский,Остывание,513,573,60
Семейный_batch_1,Семейный,Смешивание,513,523,10
Семейный_batch_3,Семейный,Комбинирование,513,534,21
Жайлы_batch_1,Жайлы,Остывание,518,578,60
Диета_batch_3,Диета,Расстойка,519,557,38
Семейный_batch_2,Семейный,Смешивание,519,529,10
Семейный_batch_4,Семейный,Комбинирование,519,527,8
Баварский Деревенский Ржаной_batch_1,Баварский Деревенский Ржаной,Остывание,521,611,90
Семейный_batch_1,Семейный,Формовка,523,534,11
Семейный_batch_4,Семейный,Смешивание,527,537,10
Славянский_batch_1,Славянский,Комбинирование,527,529,2
Зерновой Столичный_batch_1,Зерновой Столичный,Комбинирование,529,532,3
Семейный_batch_2,Семейный,Формовка,529,540,11
Славянский_batch_1,Славянский,Смешивание,529,539,10
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Комбинирование,532,553,21
Здоровье_batch_1,Здоровье,Выпекание,532,550,18
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Комбинирование,534,555,21
Семейный_batch_1,Семейный,Расстойка,534,559,25
Семейный_batch_3,Семейный,Смешивание,534,544,10
Диета_batch_1,Диета,Выпекание,536,571,35
Зерновой Столичный_batch_1,Зерновой Столичный,Смешивание,537,547,10
Диета_batch_2,Диета,Выпекание,538,573,35
Семейный_batch_2,Семейный,Расстойка,540,565,25
Семейный_batch_4,Семейный,Формовка,540,544,4
Диета_batch_4,Диета,Выпекание,543,578,35
Семейный_batch_3,Семейный,Формовка,544,555,11
Семейный_batch_4,Семейный,Расстойка,544,569,25
Славянский_batch_1,Славянский,Формовка,544,545,1
Славянский_batch_1,Славянский,Расстойка,545,570,25
Зерновой Столичный_batch_1,Зерновой Столичный,Формовка,547,549,2
Зерновой Столичный_batch_1,Зерновой Столичный,Расстойка,549,574,25
Здоровье_batch_1,Здоровье,Остывание,550,610,60
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Смешивание,553,563,10
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Комбинирование,553,574,21
