Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Формовой_batch_21,Выпекание,279,324,45
Мини формовой_batch_4,Формовка,281,290,9
Мини формовой_batch_3,Формовка,282,293,11
Формовой_batch_17,Остывание,282,372,90
Формовой_batch_18,Остывание,282,372,90
Бородинский_batch_1,Смешивание,290,300,10
Бородинский_batch_3,Комбинирование,290,311,21
Мини формовой_batch_4,Расстойка,290,315,25
Бородинский_batch_2,Смешивание,291,301,10
Бородинский_batch_4,Комбинирование,291,312,21
Мини формовой_batch_3,Расстойка,293,318,25
Мини формовой_batch_1,Выпекание,297,342,45
Бородинский_batch_1,Формовка,300,311,11
Мини формовой_batch_2,Выпекание,300,345,45
Бородинский_batch_2,Формовка,301,312,11
Формовой_batch_19,Остывание,303,393,90
Формовой_batch_20,Остывание,303,393,90
Бородинский_batch_1,Расстойка,311,331,20
Бородинский_batch_3,Смешивание,311,321,10
Бородинский_batch_5,Комбинирование,311,332,21
Бородинский_batch_2,Расстойка,312,332,20
Бородинский_batch_4,Смешивание,312,322,10
Бородинский_batch_6,Комбинирование,312,323,11
Мини формовой_batch_4,Выпекание,315,360,45
Мини формовой_batch_3,Выпекание,318,363,45
Формовой_batch_22,Остывание,320,410,90
Бородинский_batch_3,Формовка,321,332,11
Бородинский_batch_4,Формовка,322,333,11
Бородинский_batch_6,Смешивание,323,333,10
Домашний_batch_1,Комбинирование,323,326,3
Формовой_batch_21,Остывание,324,414,90
Багет луковый_batch_1,Комбинирование,326,338,12
Домашний_batch_1,Смешивание,326,336,10
Бородинский_batch_1,Выпекание,331,386,55
Багет новый_batch_1,Комбинирование,332,353,21
Бородинский_batch_2,Выпекание,332,387,55
Бородинский_batch_3,Расстойка,332,352,20
Бородинский_batch_5,Смешивание,332,342,10
Бородинский_batch_4,Расстойка,333,353,20
Бородинский_batch_6,Формовка,333,339,6
Багет луковый_batch_1,Смешивание,338,348,10
Багет новый_batch_2,Комбинирование,338,359,21
Бородинский_batch_6,Расстойка,339,359,20
Домашний_batch_1,Формовка,339,341,2
Домашний_batch_1,Расстойка,341,366,25
Бородинский_batch_5,Формовка,342,353,11
Мини формовой_batch_1,Остывание,342,432,90
Мини формовой_batch_2,Остывание,345,435,90
Багет луковый_batch_1,Формовка,348,355,7
Бородинский_batch_3,Выпекание,352,407,55
Багет новый_batch_1,Смешивание,353,363,10
Багет новый_batch_3,Комбинирование,353,374,21
Бородинский_batch_4,Выпекание,353,408,55
Бородинский_batch_5,Расстойка,353,373,20
Багет луковый_batch_1,Расстойка,355,375,20
Багет новый_batch_2,Смешивание,359,369,10
Багет новый_batch_4,Комбинирование,359,360,1
Багет отрубной_batch_1,Комбинирование,360,373,13
Мини формовой_batch_4,Остывание,360,450,90
Багет новый_batch_1,Формовка,363,374,11
Багет новый_batch_4,Смешивание,363,373,10
Бородинский_batch_6,Выпекание,363,418,55
Мини формовой_batch_3,Остывание,363,453,90
Багет новый_batch_2,Формовка,369,380,11
Багет отрубной_batch_1,Смешивание,373,383,10
Бородинский_batch_5,Выпекание,373,428,55
Премиум_batch_1,Комбинирование,373,377,4
Багет новый_batch_1,Расстойка,374,399,25
Багет новый_batch_3,Смешивание,374,384,10
Батон Верный_batch_1,Комбинирование,374,385,11
Батон Нарезной_batch_1,Комбинирование,377,398,21
Премиум_batch_1,Смешивание,377,387,10
Багет новый_batch_2,Расстойка,380,405,25
Багет новый_batch_4,Формовка,380,381,1
Багет новый_batch_4,Расстойка,381,406,25
Багет отрубной_batch_1,Формовка,383,390,7
Багет новый_batch_3,Формовка,384,395,11
Батон Верный_batch_1,Смешивание,385,395,10
Батон Нарезной_batch_2,Комбинирование,385,406,21
Бородинский_batch_1,Остывание,386,506,120
Домашний_batch_1,Выпекание,386,403,17
Багет луковый_batch_1,Выпекание,387,405,18
Бородинский_batch_2,Остывание,387,507,120
Багет отрубной_batch_1,Расстойка,390,415,25
Премиум_batch_1,Формовка,390,392,2
Премиум_batch_1,Расстойка,392,417,25
Багет новый_batch_3,Расстойка,395,420,25
Батон Верный_batch_1,Формовка,395,401,6
Батон Нарезной_batch_1,Смешивание,398,408,10
Батон Нарезной_batch_3,Комбинирование,398,419,21
Батон Верный_batch_1,Расстойка,401,426,25
Багет новый_batch_1,Выпекание,403,428,25
Домашний_batch_1,Остывание,403,463,60
Багет луковый_batch_1,Остывание,405,450,45
Багет новый_batch_2,Выпекание,405,430,25
Батон Нарезной_batch_2,Смешивание,406,416,10
Батон Нарезной_batch_4,Комбинирование,406,414,8
Бородинский_batch_3,Остывание,407,527,120
Багет новый_batch_4,Выпекание,408,433,25
Батон Нарезной_batch_1,Формовка,408,419,11
Бородинский_batch_4,Остывание,408,528,120
Батон Нарезной_batch_4,Смешивание,414,424,10
Береке_batch_1,Комбинирование,414,435,21
Батон Нарезной_batch_2,Формовка,416,427,11
Багет отрубной_batch_1,Выпекание,418,436,18
Бородинский_batch_6,Остывание,418,538,120
Батон Нарезной_batch_1,Расстойка,419,444,25
Батон Нарезной_batch_3,Смешивание,419,429,10
Береке_batch_2,Комбинирование,419,434,15
Багет новый_batch_3,Выпекание,420,445,25
Батон Нарезной_batch_2,Расстойка,427,452,25
Батон Нарезной_batch_4,Формовка,427,431,4
