Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Семейный_batch_4,Комбинирование,0,2,2
Славянский_batch_1,Комбинирование,0,1,1
Немецкий хлеб_batch_1,Комбинирование,1,4,3
Славянский_batch_1,Смешивание,1,11,10
Бородинский_batch_2,Комбинирование,2,23,21
Семейный_batch_4,Смешивание,2,12,10
Батон Нарезной_batch_2,Комбинирование,4,25,21
Немецкий хлеб_batch_1,Смешивание,4,14,10
Славянский_batch_1,Формовка,11,12,1
Семейный_batch_4,Формовка,12,13,1
Славянский_batch_1,Расстойка,12,37,25
Семейный_batch_4,Расстойка,13,38,25
Немецкий хлеб_batch_1,Формовка,14,16,2
Немецкий хлеб_batch_1,Расстойка,16,41,25
Бородинский_batch_2,Смешивание,23,33,10
Бородинский_batch_3,Комбинирование,23,44,21
Батон Нарезной_batch_2,Смешивание,25,35,10
Сэндвич_batch_22,Комбинирование,25,46,21
Бородинский_batch_2,Формовка,33,44,11
Батон Нарезной_batch_2,Формовка,35,46,11
Славянский_batch_1,Выпекание,37,54,17
Семейный_batch_4,Выпекание,38,55,17
Немецкий хлеб_batch_1,Выпекание,41,66,25
Бородинский_batch_2,Расстойка,44,64,20
Бородинский_batch_3,Смешивание,44,54,10
Формовой_batch_20,Комбинирование,44,65,21
Батон Нарезной_batch_2,Расстойка,46,71,25
Сэндвич_batch_22,Смешивание,46,56,10
Сэндвич_batch_6,Комбинирование,46,67,21
Бородинский_batch_3,Формовка,54,65,11
Славянский_batch_1,Остывание,54,114,60
Семейный_batch_4,Остывание,55,115,60
Сэндвич_batch_22,Формовка,56,67,11
Бородинский_batch_2,Выпекание,64,119,55
Бородинский_batch_3,Расстойка,65,85,20
Сэндвич_batch_37,Комбинирование,65,86,21
Формовой_batch_20,Смешивание,65,77,12
Немецкий хлеб_batch_1,Остывание,66,141,75
Булочка для хотдога штучно_batch_2,Комбинирование,67,88,21
Сэндвич_batch_22,Расстойка,67,92,25
Сэндвич_batch_6,Смешивание,67,77,10
Батон Нарезной_batch_2,Выпекание,71,88,17
Сэндвич_batch_6,Формовка,77,88,11
Формовой_batch_20,Формовка,77,88,11
Бородинский_batch_3,Выпекание,85,140,55
Булочка для гамбургера большой с кунжутом_batch_1,Комбинирование,86,107,21
Сэндвич_batch_37,Смешивание,86,96,10
Батон Нарезной_batch_2,Остывание,88,148,60
Булочка для хотдога штучно_batch_2,Смешивание,88,98,10
Сэндвич_batch_6,Расстойка,88,113,25
Формовой_batch_20,Расстойка,88,113,25
Хлеб «Зерновой»_batch_1,Комбинирование,88,109,21
Сэндвич_batch_22,Выпекание,92,114,22
Сэндвич_batch_37,Формовка,96,107,11
Булочка для хотдога штучно_batch_2,Формовка,98,109,11
Булочка для гамбургера большой с кунжутом_batch_1,Смешивание,107,117,10
Сэндвич_batch_34,Комбинирование,107,128,21
Сэндвич_batch_37,Расстойка,107,132,25
Булочка для хотдога штучно_batch_2,Расстойка,109,134,25
Сэндвич_batch_3,Комбинирование,109,130,21
Хлеб «Зерновой»_batch_1,Смешивание,109,119,10
Сэндвич_batch_6,Выпекание,113,135,22
Формовой_batch_20,Выпекание,113,158,45
Сэндвич_batch_22,Остывание,114,159,45
Булочка для гамбургера большой с кунжутом_batch_1,Формовка,117,128,11
Бородинский_batch_2,Остывание,119,239,120
Хлеб «Зерновой»_batch_1,Формовка,119,130,11
Булочка для гамбургера большой с кунжутом_batch_1,Расстойка,128,153,25
Сэндвич_batch_34,Смешивание,128,138,10
Формовой_batch_4,Комбинирование,128,149,21
Сэндвич_batch_2,Комбинирование,130,151,21
Сэндвич_batch_3,Смешивание,130,140,10
Хлеб «Зерновой»_batch_1,Расстойка,130,155,25
Сэндвич_batch_37,Выпекание,132,154,22
Булочка для хотдога штучно_batch_2,Выпекание,134,156,22
Сэндвич_batch_6,Остывание,135,180,45
Сэндвич_batch_34,Формовка,138,149,11
Бородинский_batch_3,Остывание,140,260,120
Сэндвич_batch_3,Формовка,140,151,11
Сэндвич_batch_34,Расстойка,149,174,25
Формовой_batch_4,Смешивание,149,161,12
Формовой_batch_8,Комбинирование,149,170,21
Отрубной (общий)_batch_1,Комбинирование,151,172,21
Сэндвич_batch_2,Смешивание,151,161,10
Сэндвич_batch_3,Расстойка,151,176,25
Булочка для гамбургера большой с кунжутом_batch_1,Выпекание,153,175,22
Сэндвич_batch_37,Остывание,154,199,45
Хлеб «Зерновой»_batch_1,Выпекание,155,180,25
Булочка для хотдога штучно_batch_2,Остывание,156,201,45
Формовой_batch_20,Остывание,158,248,90
Сэндвич_batch_2,Формовка,161,172,11
Формовой_batch_4,Формовка,161,172,11
Бородинский_batch_1,Комбинирование,170,191,21
Формовой_batch_8,Смешивание,170,182,12
Отрубной (общий)_batch_1,Смешивание,172,182,10
Сэндвич_batch_18,Комбинирование,172,193,21
Сэндвич_batch_2,Расстойка,172,197,25
Формовой_batch_4,Расстойка,172,197,25
Сэндвич_batch_34,Выпекание,174,196,22
Булочка для гамбургера большой с кунжутом_batch_1,Остывание,175,220,45
Сэндвич_batch_3,Выпекание,176,198,22
Хлеб «Зерновой»_batch_1,Остывание,180,255,75
Отрубной (общий)_batch_1,Формовка,182,193,11
Формовой_batch_8,Формовка,182,193,11
Бородинский_batch_1,Смешивание,191,201,10
Мини формовой_batch_2,Комбинирование,191,212,21
Отрубной (общий)_batch_1,Расстойка,193,218,25
Сэндвич_batch_18,Смешивание,193,203,10
Формовой_batch_25,Комбинирование,193,200,7
Формовой_batch_8,Расстойка,193,218,25
Сэндвич_batch_34,Остывание,196,241,45
Сэндвич_batch_2,Выпекание,197,219,22
Формовой_batch_4,Выпекание,197,242,45
Сэндвич_batch_3,Остывание,198,243,45
Формовой_batch_14,Комбинирование,200,221,21
Бородинский_batch_1,Формовка,201,212,11
Формовой_batch_25,Смешивание,201,213,12
Сэндвич_batch_18,Формовка,203,214,11
Бородинский_batch_1,Расстойка,212,232,20
Мини формовой_batch_2,Смешивание,212,224,12
Формовой_batch_7,Комбинирование,212,233,21
Сэндвич_batch_18,Расстойка,214,239,25
Формовой_batch_25,Формовка,214,218,4
Отрубной (общий)_batch_1,Выпекание,218,235,17
Формовой_batch_25,Расстойка,218,243,25
Формовой_batch_8,Выпекание,218,263,45
Сэндвич_batch_2,Остывание,219,264,45
Любимый_batch_2,Комбинирование,221,242,21
Формовой_batch_14,Смешивание,221,233,12
Мини формовой_batch_2,Формовка,224,235,11
Бородинский_batch_1,Выпекание,232,287,55
Сэндвич_batch_17,Комбинирование,233,254,21
Формовой_batch_14,Формовка,233,244,11
Формовой_batch_7,Смешивание,233,245,12
Мини формовой_batch_2,Расстойка,235,260,25
Отрубной (общий)_batch_1,Остывание,235,295,60
Сэндвич_batch_18,Выпекание,239,261,22
Береке_batch_1,Комбинирование,242,263,21
Любимый_batch_2,Смешивание,242,252,10
Формовой_batch_4,Остывание,242,332,90
Формовой_batch_25,Выпекание,243,288,45
Формовой_batch_14,Расстойка,244,269,25
Формовой_batch_7,Формовка,245,256,11
Любимый_batch_2,Формовка,252,263,11
Сэндвич_batch_17,Смешивание,254,264,10
Формовой_batch_3,Комбинирование,254,275,21
Формовой_batch_7,Расстойка,256,281,25
Мини формовой_batch_2,Выпекание,260,305,45
Сэндвич_batch_18,Остывание,261,306,45
Береке_batch_1,Смешивание,263,273,10
Любимый_batch_2,Расстойка,263,288,25
Сэндвич_batch_29,Комбинирование,263,284,21
Формовой_batch_8,Остывание,263,353,90
Сэндвич_batch_17,Формовка,264,275,11
Формовой_batch_14,Выпекание,269,314,45
Береке_batch_1,Формовка,273,284,11
Мини формовой_batch_4,Комбинирование,275,286,11
