Batch_ID,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Формовой_batch_11,Комбинирование,0,21,21
Формовой_batch_12,Комбинирование,0,21,21
Формовой_batch_13,Комбинирование,21,42,21
Формовой_batch_14,Комбинирование,21,42,21
Формовой_batch_15,Комбинирование,42,63,21
Формовой_batch_16,Комбинирование,42,63,21
Формовой_batch_17,Комбинирование,63,84,21
Формовой_batch_18,Комбинирование,63,84,21
Формовой_batch_18,Смешивание,84,96,12
Формовой_batch_19,Комбинирование,84,105,21
Формовой_batch_20,Комбинирование,84,105,21
Формовой_batch_18,Формовка,96,107,11
Мини формовой_batch_22,Комбинирование,105,126,21
Формовой_batch_19,Смешивание,105,117,12
Формовой_batch_20,Смешивание,105,117,12
Формовой_batch_21,Комбинирование,105,116,11
Формовой_batch_18,Расстойка,107,132,25
Мини формовой_batch_23,Комбинирование,116,137,21
Формовой_batch_19,Формовка,117,128,11
Формовой_batch_20,Формовка,117,128,11
Мини формовой_batch_22,Смешивание,126,138,12
Мини формовой_batch_24,Комбинирование,126,143,17
Формовой_batch_19,Расстойка,128,153,25
Формовой_batch_20,Расстойка,128,153,25
Бородинский_batch_25,Комбинирование,137,158,21
Мини формовой_batch_23,Смешивание,137,149,12
Мини формовой_batch_22,Формовка,138,149,11
Бородинский_batch_26,Комбинирование,143,164,21
Мини формовой_batch_24,Смешивание,143,155,12
Мини формовой_batch_22,Расстойка,149,174,25
Мини формовой_batch_23,Формовка,149,160,11
Формовой_batch_19,Выпекание,153,198,45
Формовой_batch_20,Выпекание,153,198,45
Мини формовой_batch_24,Формовка,155,164,9
Бородинский_batch_25,Смешивание,158,168,10
Бородинский_batch_27,Комбинирование,158,179,21
Мини формовой_batch_23,Расстойка,160,185,25
Бородинский_batch_26,Смешивание,164,174,10
Бородинский_batch_28,Комбинирование,164,185,21
Мини формовой_batch_24,Расстойка,164,189,25
Бородинский_batch_25,Формовка,168,179,11
Бородинский_batch_26,Формовка,174,185,11
Мини формовой_batch_22,Выпекание,174,219,45
Бородинский_batch_25,Расстойка,179,199,20
Бородинский_batch_27,Смешивание,179,189,10
Бородинский_batch_29,Комбинирование,179,195,16
Бородинский_batch_26,Расстойка,185,205,20
Бородинский_batch_28,Смешивание,185,195,10
Домашний_batch_30,Комбинирование,185,187,2
Мини формовой_batch_23,Выпекание,185,230,45
Багет луковый_batch_31,Комбинирование,187,195,8
Домашний_batch_30,Смешивание,187,197,10
